step,input_rel_l1,output_rel_l1,experiment_id
18,0.0638780817389488,0.0615282952785491,color/prompt_02
19,0.0542256422340869,0.0717225819826126,color/prompt_02
20,0.0619724653661251,0.0612492896616458,color/prompt_02
21,0.0667764693498611,0.0561500750482082,color/prompt_02
22,0.0710165500640869,0.0752494111657142,color/prompt_02
23,0.093078963458538,0.0516391023993492,color/prompt_02
24,0.1067334860563278,0.0540521629154682,color/prompt_02
25,0.1191295906901359,0.0584574900567531,color/prompt_02
26,0.1443295180797577,0.0594706684350967,color/prompt_02
27,0.2042166143655777,0.1002764552831649,color/prompt_02
28,0.2540267705917358,0.1152339503169059,color/prompt_02
29,0.3784434497356415,0.2520689368247986,color/prompt_02
0,0.0,0.0,color/prompt_08
1,0.3870792090892792,0.628063440322876,color/prompt_08
2,0.1054531708359718,0.3441523015499115,color/prompt_08
3,0.0783034563064575,0.2668223977088928,color/prompt_08
4,0.0560409724712371,0.2342723906040191,color/prompt_08
5,0.0723617151379585,0.2073717713356018,color/prompt_08
6,0.0535787381231784,0.2051810324192047,color/prompt_08
7,0.0530700720846653,0.1526742130517959,color/prompt_08
8,0.045948851853609,0.1319466978311538,color/prompt_08
9,0.0853096023201942,0.166446104645729,color/prompt_08
10,0.0442092716693878,0.1218854635953903,color/prompt_08
11,0.0593341179192066,0.0854873582720756,color/prompt_08
12,0.0447814539074897,0.101266399025917,color/prompt_08
13,0.048688992857933,0.080148845911026,color/prompt_08
14,0.0442950613796711,0.0911767333745956,color/prompt_08
15,0.0435365512967109,0.072735346853733,color/prompt_08
16,0.0493285506963729,0.0831128060817718,color/prompt_08
17,0.0527676083147525,0.0591417849063873,color/prompt_08
18,0.0603500008583068,0.0593375153839588,color/prompt_08
19,0.0527116656303405,0.0690844282507896,color/prompt_08
20,0.0580847114324569,0.0671540796756744,color/prompt_08
21,0.0713290721178054,0.0560056827962398,color/prompt_08
22,0.0719817131757736,0.0791542157530784,color/prompt_08
23,0.0937524363398552,0.0532544739544391,color/prompt_08
24,0.1070464625954628,0.0529931783676147,color/prompt_08
25,0.1163554862141609,0.056375041604042,color/prompt_08
26,0.1447436809539795,0.0594164170324802,color/prompt_08
27,0.2022827118635177,0.0980704724788665,color/prompt_08
28,0.2550403177738189,0.1131830289959907,color/prompt_08
29,0.3817290961742401,0.2473821192979812,color/prompt_08
0,0.0,0.0,color/prompt_04
1,0.3941904306411743,0.6547188758850098,color/prompt_04
2,0.1067720875144004,0.4312932193279266,color/prompt_04
3,0.0788851082324981,0.3237085342407226,color/prompt_04
4,0.0587674938142299,0.2355033010244369,color/prompt_04
5,0.0658482834696769,0.1656819880008697,color/prompt_04
6,0.0538033694028854,0.1630595028400421,color/prompt_04
7,0.0542222261428833,0.1160199791193008,color/prompt_04
8,0.0505652613937854,0.1032123044133186,color/prompt_04
9,0.0848105177283287,0.1417513936758041,color/prompt_04
10,0.0451230704784393,0.1033413708209991,color/prompt_04
11,0.0546068735420703,0.0699296817183494,color/prompt_04
12,0.04608716070652,0.0872920304536819,color/prompt_04
13,0.0538401044905185,0.0670773461461067,color/prompt_04
14,0.0471394099295139,0.0792700350284576,color/prompt_04
15,0.0468932166695594,0.0595279559493064,color/prompt_04
16,0.0490285642445087,0.0747497305274009,color/prompt_04
17,0.0542738959193229,0.0444528684020042,color/prompt_04
18,0.0648567825555801,0.0501821339130401,color/prompt_04
19,0.0551828928291797,0.0632241666316986,color/prompt_04
20,0.0647970810532569,0.0534344650804996,color/prompt_04
21,0.0665879547595977,0.0456733852624893,color/prompt_04
22,0.0719948634505271,0.0680912211537361,color/prompt_04
23,0.0957467555999755,0.0452793799340724,color/prompt_04
24,0.1046342030167579,0.0458350516855716,color/prompt_04
25,0.1206195652484893,0.0490579009056091,color/prompt_04
26,0.1440872699022293,0.0544362217187881,color/prompt_04
27,0.2044311910867691,0.0934328958392143,color/prompt_04
28,0.2550804018974304,0.1125404015183448,color/prompt_04
29,0.3777664303779602,0.2510862648487091,color/prompt_04
0,0.0,0.0,color/prompt_07
1,0.3935902714729309,0.6753290295600891,color/prompt_07
2,0.1041399538516998,0.3615593314170837,color/prompt_07
3,0.0786389410495758,0.2620947062969208,color/prompt_07
4,0.0573895685374736,0.1856835335493087,color/prompt_07
5,0.0656858161091804,0.1732310652732849,color/prompt_07
6,0.0565198808908462,0.1927901208400726,color/prompt_07
7,0.0549945384263992,0.1408649384975433,color/prompt_07
8,0.046245664358139,0.1339443176984787,color/prompt_07
9,0.0851998701691627,0.1694556772708892,color/prompt_07
10,0.0451182797551155,0.1214286983013153,color/prompt_07
11,0.0500341169536113,0.0865858569741249,color/prompt_07
12,0.0455402955412864,0.1002192050218582,color/prompt_07
13,0.0497329048812389,0.0821697115898132,color/prompt_07
14,0.0445802696049213,0.0912189558148384,color/prompt_07
15,0.0461262241005897,0.0710947439074516,color/prompt_07
16,0.0507582239806652,0.0898034498095512,color/prompt_07
17,0.0621780939400196,0.0564902462065219,color/prompt_07
18,0.0613724030554294,0.0626364722847938,color/prompt_07
19,0.0531581006944179,0.0761350765824318,color/prompt_07
20,0.0659408792853355,0.0665637403726577,color/prompt_07
21,0.0661326423287391,0.0574711076915264,color/prompt_07
22,0.0688064023852348,0.0738486722111702,color/prompt_07
23,0.0964557081460952,0.053500510752201,color/prompt_07
24,0.1009136363863945,0.0531215853989124,color/prompt_07
25,0.1213973686099052,0.0552430637180805,color/prompt_07
26,0.1447917371988296,0.0573683716356754,color/prompt_07
27,0.2051142454147339,0.095815971493721,color/prompt_07
28,0.2571492791175842,0.1112949326634407,color/prompt_07
29,0.382328599691391,0.2461163401603698,color/prompt_07
0,0.0,0.0,color/prompt_03
1,0.3913767337799072,0.6603928208351135,color/prompt_03
2,0.104753278195858,0.375027984380722,color/prompt_03
3,0.0780395120382309,0.2713054716587066,color/prompt_03
4,0.059451799839735,0.221636950969696,color/prompt_03
5,0.0645122602581977,0.1678395271301269,color/prompt_03
6,0.0552443340420722,0.1803924739360809,color/prompt_03
7,0.0519243851304054,0.1414523422718048,color/prompt_03
8,0.0505493879318237,0.1228981763124466,color/prompt_03
9,0.0863905474543571,0.1630852073431015,color/prompt_03
10,0.0436599776148796,0.1176106259226799,color/prompt_03
11,0.0547183789312839,0.0867582932114601,color/prompt_03
12,0.0466184169054031,0.1034285351634025,color/prompt_03
13,0.0538231879472732,0.083984300494194,color/prompt_03
14,0.0464495085179805,0.0945597290992736,color/prompt_03
15,0.0472401827573776,0.0716467946767807,color/prompt_03
16,0.0495016574859619,0.0866784825921058,color/prompt_03
17,0.0542194098234176,0.0567447431385517,color/prompt_03
18,0.0675318762660026,0.0595415420830249,color/prompt_03
19,0.0537112392485141,0.0694604218006134,color/prompt_03
20,0.0654997527599334,0.0603589750826358,color/prompt_03
21,0.0687171816825866,0.0560211949050426,color/prompt_03
22,0.0709355473518371,0.0736101418733596,color/prompt_03
23,0.0962926670908927,0.049742255359888,color/prompt_03
24,0.1062959879636764,0.0540621727705001,color/prompt_03
25,0.1208323910832405,0.053619310259819,color/prompt_03
26,0.1456112414598465,0.057018969208002,color/prompt_03
27,0.2064476758241653,0.0982909426093101,color/prompt_03
28,0.2553762197494507,0.1112975478172302,color/prompt_03
29,0.381235271692276,0.2471189945936203,color/prompt_03
0,0.0,0.0,color/prompt_06
1,0.3932384550571441,0.6285969614982605,color/prompt_06
2,0.1028461828827858,0.3594451546669006,color/prompt_06
3,0.0794771611690521,0.33299121260643,color/prompt_06
4,0.060163989663124,0.2771733999252319,color/prompt_06
5,0.0614539235830307,0.185905784368515,color/prompt_06
6,0.0575372688472271,0.1672833859920501,color/prompt_06
7,0.0533242858946323,0.1193280145525932,color/prompt_06
8,0.0507674403488636,0.112025536596775,color/prompt_06
9,0.0876692607998848,0.1597170382738113,color/prompt_06
10,0.0444452576339244,0.1187988072633743,color/prompt_06
11,0.0503874011337757,0.083835668861866,color/prompt_06
12,0.0467693954706192,0.0972881838679313,color/prompt_06
13,0.05265599116683,0.0750941485166549,color/prompt_06
14,0.0472190305590629,0.0854808315634727,color/prompt_06
15,0.0501983799040317,0.0641335397958755,color/prompt_06
16,0.0495242178440094,0.0843737944960594,color/prompt_06
17,0.0566442161798477,0.0508848056197166,color/prompt_06
18,0.0663831904530525,0.0567215904593467,color/prompt_06
19,0.0560925304889678,0.0701899453997612,color/prompt_06
20,0.0691438987851142,0.056605901569128,color/prompt_06
21,0.0654340982437133,0.0542866736650466,color/prompt_06
22,0.0689211785793304,0.0686248838901519,color/prompt_06
23,0.0932066813111305,0.047657199203968,color/prompt_06
24,0.1005431860685348,0.0509487241506576,color/prompt_06
25,0.1221738681197166,0.0542697794735431,color/prompt_06
26,0.1427490413188934,0.0572718530893325,color/prompt_06
27,0.204651802778244,0.0975472629070282,color/prompt_06
28,0.2549946308135986,0.1115973889827728,color/prompt_06
29,0.3802103996276855,0.2467161267995834,color/prompt_06
0,0.0,0.0,temporal_style/prompt_00
1,0.3849233984947204,0.815841019153595,temporal_style/prompt_00
2,0.1089601889252662,0.4072344899177551,temporal_style/prompt_00
3,0.080576404929161,0.2512269616127014,temporal_style/prompt_00
4,0.0567005351185798,0.1506427377462387,temporal_style/prompt_00
5,0.074467584490776,0.0935528203845024,temporal_style/prompt_00
6,0.0548193342983722,0.1056088060140609,temporal_style/prompt_00
7,0.0549422353506088,0.0734664425253868,temporal_style/prompt_00
8,0.0466072112321853,0.065612643957138,temporal_style/prompt_00
9,0.0792660042643547,0.1097079962491989,temporal_style/prompt_00
10,0.0469280891120433,0.0767360553145408,temporal_style/prompt_00
11,0.0606137812137603,0.0459672845900058,temporal_style/prompt_00
12,0.0465941578149795,0.0652591213583946,temporal_style/prompt_00
13,0.050359096378088,0.0456885024905204,temporal_style/prompt_00
14,0.046436458826065,0.0592661127448082,temporal_style/prompt_00
15,0.0462443344295024,0.0441502295434474,temporal_style/prompt_00
16,0.0514086708426475,0.0586796402931213,temporal_style/prompt_00
17,0.0542021840810775,0.0330213606357574,temporal_style/prompt_00
18,0.0637277513742446,0.0379377976059913,temporal_style/prompt_00
19,0.0554936453700065,0.0484134927392005,temporal_style/prompt_00
20,0.0628377720713615,0.0466247983276844,temporal_style/prompt_00
21,0.0738711208105087,0.0386211536824703,temporal_style/prompt_00
22,0.0746547952294349,0.0616199411451816,temporal_style/prompt_00
23,0.0932965725660324,0.0381114892661571,temporal_style/prompt_00
24,0.1147888451814651,0.0459280870854854,temporal_style/prompt_00
25,0.1226421669125557,0.0487215220928192,temporal_style/prompt_00
26,0.147106721997261,0.0547151304781436,temporal_style/prompt_00
27,0.2002051174640655,0.0949357897043228,temporal_style/prompt_00
28,0.2442149370908737,0.1222973763942718,temporal_style/prompt_00
29,0.3560554683208465,0.2520039081573486,temporal_style/prompt_00
0,0.0,0.0,temporal_style/prompt_05
1,0.3853900134563446,0.8248182535171509,temporal_style/prompt_05
2,0.1079322844743728,0.4031045436859131,temporal_style/prompt_05
3,0.0798757821321487,0.1935339421033859,temporal_style/prompt_05
4,0.0568145625293254,0.1155764237046241,temporal_style/prompt_05
5,0.0745312720537185,0.0820448845624923,temporal_style/prompt_05
6,0.0541833452880382,0.0997781381011009,temporal_style/prompt_05
7,0.0548328012228012,0.068415068089962,temporal_style/prompt_05
8,0.0478480570018291,0.0628252327442169,temporal_style/prompt_05
9,0.0839806869626045,0.1063686832785606,temporal_style/prompt_05
10,0.0461106337606906,0.0707521960139274,temporal_style/prompt_05
11,0.0612043179571628,0.0430083535611629,temporal_style/prompt_05
12,0.0464257337152957,0.0603933669626712,temporal_style/prompt_05
13,0.050560001283884,0.0429860837757587,temporal_style/prompt_05
14,0.047033492475748,0.0570387914776802,temporal_style/prompt_05
15,0.046078972518444,0.0418208241462707,temporal_style/prompt_05
16,0.0522030219435691,0.0576261952519416,temporal_style/prompt_05
17,0.0577803067862987,0.0344266481697559,temporal_style/prompt_05
18,0.0633520185947418,0.0371565446257591,temporal_style/prompt_05
19,0.0562183894217014,0.048964861780405,temporal_style/prompt_05
20,0.0638339594006538,0.0462139248847961,temporal_style/prompt_05
21,0.0760721415281295,0.0372434556484222,temporal_style/prompt_05
22,0.0761983916163444,0.0611085444688797,temporal_style/prompt_05
23,0.0970453917980194,0.0385545752942562,temporal_style/prompt_05
24,0.1153256446123123,0.0437661260366439,temporal_style/prompt_05
25,0.1239757388830185,0.0464736893773078,temporal_style/prompt_05
26,0.1483759731054306,0.054413266479969,temporal_style/prompt_05
27,0.1983864605426788,0.0936380252242088,temporal_style/prompt_05
28,0.2420763522386551,0.1197704821825027,temporal_style/prompt_05
29,0.3508705496788025,0.2487837970256805,temporal_style/prompt_05
0,0.0,0.0,temporal_style/prompt_01
1,0.391949862241745,0.8245927095413208,temporal_style/prompt_01
2,0.1079812422394752,0.3822367787361145,temporal_style/prompt_01
3,0.0810483917593956,0.2192936241626739,temporal_style/prompt_01
4,0.0589433275163173,0.1243560388684272,temporal_style/prompt_01
5,0.069511279463768,0.0867709144949913,temporal_style/prompt_01
6,0.053501196205616,0.1030465885996818,temporal_style/prompt_01
7,0.0588099099695682,0.0744381546974182,temporal_style/prompt_01
8,0.0477531850337982,0.064681552350521,temporal_style/prompt_01
9,0.083002746105194,0.1096647009253501,temporal_style/prompt_01
10,0.0483235791325569,0.0777200981974601,temporal_style/prompt_01
11,0.0606301054358482,0.0454371124505996,temporal_style/prompt_01
12,0.0476283021271228,0.0655319392681121,temporal_style/prompt_01
13,0.054850373417139,0.0473678782582283,temporal_style/prompt_01
14,0.0474040284752845,0.0607690028846263,temporal_style/prompt_01
15,0.0467981472611427,0.045232743024826,temporal_style/prompt_01
16,0.0516573786735534,0.0601374134421348,temporal_style/prompt_01
17,0.0541488975286483,0.0348455347120761,temporal_style/prompt_01
18,0.0676275119185447,0.0388583019375801,temporal_style/prompt_01
19,0.0567479729652404,0.050464179366827,temporal_style/prompt_01
20,0.0633022710680961,0.0474300421774387,temporal_style/prompt_01
21,0.0754773616790771,0.0382889285683631,temporal_style/prompt_01
22,0.0768682286143302,0.0631704926490783,temporal_style/prompt_01
23,0.0973840951919555,0.0392726026475429,temporal_style/prompt_01
24,0.1106735467910766,0.0431978441774845,temporal_style/prompt_01
25,0.124478593468666,0.0471752136945724,temporal_style/prompt_01
26,0.1480066925287246,0.0558625124394893,temporal_style/prompt_01
27,0.1996432989835739,0.0972087979316711,temporal_style/prompt_01
28,0.2467234432697296,0.1236636266112327,temporal_style/prompt_01
29,0.3584864437580108,0.2556706666946411,temporal_style/prompt_01
0,0.0,0.0,temporal_style/prompt_09
1,0.3854058384895324,0.8355728983879089,temporal_style/prompt_09
2,0.1091560870409011,0.4370739758014679,temporal_style/prompt_09
3,0.0796882659196853,0.2294830530881881,temporal_style/prompt_09
4,0.0575940757989883,0.1375533789396286,temporal_style/prompt_09
5,0.0737207010388374,0.0906571894884109,temporal_style/prompt_09
6,0.0552200973033905,0.1080791801214218,temporal_style/prompt_09
7,0.0512402802705764,0.0703161433339119,temporal_style/prompt_09
8,0.0513755306601524,0.0654374882578849,temporal_style/prompt_09
9,0.0855703651905059,0.1109467968344688,temporal_style/prompt_09
10,0.0443478189408779,0.0720296800136566,temporal_style/prompt_09
11,0.0606249645352363,0.0451423972845077,temporal_style/prompt_09
12,0.0465976633131504,0.0633522495627403,temporal_style/prompt_09
13,0.0496346801519393,0.0450139492750167,temporal_style/prompt_09
14,0.0464802123606205,0.0587431937456131,temporal_style/prompt_09
15,0.0453734062612056,0.0440002456307411,temporal_style/prompt_09
16,0.0517678745090961,0.0593675673007965,temporal_style/prompt_09
17,0.0583404898643493,0.0377793349325656,temporal_style/prompt_09
18,0.061623241752386,0.0388889946043491,temporal_style/prompt_09
19,0.0554488375782966,0.0494510605931282,temporal_style/prompt_09
20,0.0656931102275848,0.0455563254654407,temporal_style/prompt_09
21,0.071925863623619,0.039915420114994,temporal_style/prompt_09
22,0.0761155784130096,0.0634180977940559,temporal_style/prompt_09
23,0.1011503636837005,0.042179349809885,temporal_style/prompt_09
24,0.1064579859375953,0.0448372103273868,temporal_style/prompt_09
25,0.1231437474489212,0.0478640347719192,temporal_style/prompt_09
26,0.1480681300163269,0.0543717294931411,temporal_style/prompt_09
27,0.1976955831050872,0.0950929969549179,temporal_style/prompt_09
28,0.2452262192964553,0.1199676319956779,temporal_style/prompt_09
29,0.3570040762424469,0.2527341246604919,temporal_style/prompt_09
0,0.0,0.0,temporal_style/prompt_02
1,0.3898871541023254,0.8112980127334595,temporal_style/prompt_02
2,0.1048045307397842,0.3723037540912628,temporal_style/prompt_02
3,0.0793447270989418,0.2237036675214767,temporal_style/prompt_02
4,0.0598205663263797,0.1293134242296219,temporal_style/prompt_02
5,0.0649711042642593,0.0904577895998954,temporal_style/prompt_02
6,0.0540892481803894,0.1048037931323051,temporal_style/prompt_02
7,0.058180995285511,0.0730243921279907,temporal_style/prompt_02
8,0.0469757989048957,0.0654537752270698,temporal_style/prompt_02
9,0.0841132923960685,0.1117818728089332,temporal_style/prompt_02
10,0.045204147696495,0.0770677328109741,temporal_style/prompt_02
11,0.0549305602908134,0.0472211129963398,temporal_style/prompt_02
12,0.0491998977959156,0.0673005953431129,temporal_style/prompt_02
13,0.0543703064322471,0.0470562539994716,temporal_style/prompt_02
14,0.0475547648966312,0.062476772814989,temporal_style/prompt_02
15,0.0486076921224594,0.0455569997429847,temporal_style/prompt_02
16,0.0504944771528244,0.0614341162145137,temporal_style/prompt_02
17,0.0571107380092144,0.0331188961863517,temporal_style/prompt_02
18,0.0668794140219688,0.0384250208735466,temporal_style/prompt_02
19,0.0563419908285141,0.0520745702087879,temporal_style/prompt_02
20,0.0673220008611679,0.0469371937215328,temporal_style/prompt_02
21,0.0722929537296295,0.040287360548973,temporal_style/prompt_02
22,0.0745285153388977,0.0605121366679668,temporal_style/prompt_02
23,0.0978555083274841,0.0398887246847152,temporal_style/prompt_02
24,0.106227196753025,0.0431197695434093,temporal_style/prompt_02
25,0.1255097091197967,0.0483616478741169,temporal_style/prompt_02
26,0.1465566307306289,0.0575261712074279,temporal_style/prompt_02
27,0.2003245055675506,0.0972144454717636,temporal_style/prompt_02
28,0.2457141429185867,0.1222426742315292,temporal_style/prompt_02
29,0.3609466254711151,0.2567008435726166,temporal_style/prompt_02
0,0.0,0.0,temporal_style/prompt_08
1,0.3921656012535095,0.8129015564918518,temporal_style/prompt_08
2,0.1053041741251945,0.3585695028305053,temporal_style/prompt_08
3,0.0802210941910743,0.23345448076725,temporal_style/prompt_08
4,0.0564676411449909,0.1330729126930236,temporal_style/prompt_08
5,0.0691099092364311,0.0900865718722343,temporal_style/prompt_08
6,0.0541145950555801,0.1020126938819885,temporal_style/prompt_08
7,0.0543678700923919,0.074835330247879,temporal_style/prompt_08
8,0.0470469072461128,0.0673407390713691,temporal_style/prompt_08
9,0.0825345143675804,0.1102922484278678,temporal_style/prompt_08
10,0.0467815063893795,0.0751966908574104,temporal_style/prompt_08
11,0.055284172296524,0.0443181954324245,temporal_style/prompt_08
12,0.0463251136243343,0.0640677660703659,temporal_style/prompt_08
13,0.0499836131930351,0.0447764843702316,temporal_style/prompt_08
14,0.0457263775169849,0.0597301386296749,temporal_style/prompt_08
15,0.0455966182053089,0.0422285497188568,temporal_style/prompt_08
16,0.0499207228422164,0.061306994408369,temporal_style/prompt_08
17,0.0613242052495479,0.0334957726299762,temporal_style/prompt_08
18,0.0610947497189044,0.0383155271410942,temporal_style/prompt_08
19,0.0542964972555637,0.0498277805745601,temporal_style/prompt_08
20,0.0651053041219711,0.0452459380030632,temporal_style/prompt_08
21,0.0719859302043914,0.0389221161603927,temporal_style/prompt_08
22,0.0730656534433364,0.0601761750876903,temporal_style/prompt_08
23,0.0943797975778579,0.0380306132137775,temporal_style/prompt_08
24,0.1086956039071083,0.0438900850713253,temporal_style/prompt_08
25,0.1226111873984336,0.0465279631316661,temporal_style/prompt_08
26,0.1460126936435699,0.055462297052145,temporal_style/prompt_08
27,0.1989249736070633,0.0936705768108367,temporal_style/prompt_08
28,0.2460056990385055,0.1208355277776718,temporal_style/prompt_08
29,0.3600302636623382,0.2517773807048797,temporal_style/prompt_08
0,0.0,0.0,temporal_style/prompt_04
1,0.388797789812088,0.8144521713256836,temporal_style/prompt_04
2,0.1052173972129821,0.3716169595718384,temporal_style/prompt_04
3,0.079466164112091,0.2145813554525375,temporal_style/prompt_04
4,0.0586553774774074,0.1280759871006012,temporal_style/prompt_04
5,0.0690219327807426,0.089606873691082,temporal_style/prompt_04
6,0.053673293441534,0.1080657392740249,temporal_style/prompt_04
7,0.0540383644402027,0.0756177082657814,temporal_style/prompt_04
8,0.0511709824204444,0.071834996342659,temporal_style/prompt_04
9,0.0848348811268806,0.1155818700790405,temporal_style/prompt_04
10,0.0455646812915802,0.0785852298140525,temporal_style/prompt_04
11,0.0608078762888908,0.049867995083332,temporal_style/prompt_04
12,0.0468654483556747,0.067637950181961,temporal_style/prompt_04
13,0.0550741665065288,0.0500628910958766,temporal_style/prompt_04
14,0.0474818907678127,0.0639240890741348,temporal_style/prompt_04
15,0.0470133647322654,0.0518909208476543,temporal_style/prompt_04
16,0.0525679104030132,0.0628521591424942,temporal_style/prompt_04
17,0.0552161931991577,0.0368408411741256,temporal_style/prompt_04
18,0.0667616128921508,0.0407977513968944,temporal_style/prompt_04
19,0.0565205849707126,0.0526122115552425,temporal_style/prompt_04
20,0.0651025250554084,0.0476343445479869,temporal_style/prompt_04
21,0.0750205442309379,0.0421445593237876,temporal_style/prompt_04
22,0.0782085657119751,0.0682333335280418,temporal_style/prompt_04
23,0.0998490378260612,0.0428381636738777,temporal_style/prompt_04
24,0.1137545183300972,0.0460780411958694,temporal_style/prompt_04
25,0.1240514665842056,0.0490099042654037,temporal_style/prompt_04
26,0.1474786847829818,0.0571454018354415,temporal_style/prompt_04
27,0.2007956355810165,0.0985786542296409,temporal_style/prompt_04
28,0.2444157153367996,0.1224808692932128,temporal_style/prompt_04
29,0.3575598299503326,0.2541696429252624,temporal_style/prompt_04
0,0.0,0.0,temporal_style/prompt_07
1,0.3916614055633545,0.8085005879402161,temporal_style/prompt_07
2,0.1055736094713211,0.498071938753128,temporal_style/prompt_07
3,0.0800352394580841,0.2200735956430435,temporal_style/prompt_07
4,0.0576700195670127,0.1404944360256195,temporal_style/prompt_07
5,0.069375067949295,0.0994214639067649,temporal_style/prompt_07
6,0.0556389540433883,0.1056599393486976,temporal_style/prompt_07
7,0.0538720488548278,0.0705308243632316,temporal_style/prompt_07
8,0.0473660789430141,0.0643637776374816,temporal_style/prompt_07
9,0.085538849234581,0.1106217056512832,temporal_style/prompt_07
10,0.0444824174046516,0.0706336125731468,temporal_style/prompt_07
11,0.0555290691554546,0.0449330694973468,temporal_style/prompt_07
12,0.0472501330077648,0.0643452778458595,temporal_style/prompt_07
13,0.0507747940719127,0.044334802776575,temporal_style/prompt_07
14,0.0468001812696456,0.0583278909325599,temporal_style/prompt_07
15,0.0463232770562171,0.0406033508479595,temporal_style/prompt_07
16,0.0506351441144943,0.0610181652009487,temporal_style/prompt_07
17,0.0619575306773185,0.0355497524142265,temporal_style/prompt_07
18,0.062505804002285,0.0367177687585353,temporal_style/prompt_07
19,0.0555394776165485,0.051586776971817,temporal_style/prompt_07
20,0.0656649246811866,0.045109175145626,temporal_style/prompt_07
21,0.0718098729848861,0.0372769795358181,temporal_style/prompt_07
22,0.0751895383000373,0.0591386742889881,temporal_style/prompt_07
23,0.0950327739119529,0.037800945341587,temporal_style/prompt_07
24,0.1091835796833038,0.0426013134419918,temporal_style/prompt_07
25,0.1246170476078987,0.0474154911935329,temporal_style/prompt_07
26,0.1465853601694107,0.054385632276535,temporal_style/prompt_07
27,0.1982176899909973,0.0935885310173034,temporal_style/prompt_07
28,0.2437229454517364,0.1175427809357643,temporal_style/prompt_07
29,0.35535728931427,0.2492683827877044,temporal_style/prompt_07
0,0.0,0.0,temporal_style/prompt_03
1,0.3923170268535614,0.8165804743766785,temporal_style/prompt_03
2,0.1027630418539047,0.3982868194580078,temporal_style/prompt_03
3,0.0790327489376068,0.2336253821849823,temporal_style/prompt_03
4,0.0559328682720661,0.1435250639915466,temporal_style/prompt_03
5,0.0680508837103843,0.0928819552063942,temporal_style/prompt_03
6,0.0540953762829303,0.1005659475922584,temporal_style/prompt_03
7,0.053877230733633,0.0717070549726486,temporal_style/prompt_03
8,0.0468831397593021,0.0643897056579589,temporal_style/prompt_03
9,0.0848484709858894,0.1128597036004066,temporal_style/prompt_03
10,0.0455245561897754,0.076268658041954,temporal_style/prompt_03
11,0.0551907569169998,0.0483043529093265,temporal_style/prompt_03
12,0.0457937307655811,0.0647608637809753,temporal_style/prompt_03
13,0.0506570301949977,0.0487890690565109,temporal_style/prompt_03
14,0.045722808688879,0.0614189729094505,temporal_style/prompt_03
15,0.0462185405194759,0.0447133220732212,temporal_style/prompt_03
16,0.0505282543599605,0.0647785291075706,temporal_style/prompt_03
17,0.0610715076327323,0.0359268225729465,temporal_style/prompt_03
18,0.0619551092386245,0.0406233519315719,temporal_style/prompt_03
19,0.0564137138426303,0.0567445121705532,temporal_style/prompt_03
20,0.0644300058484077,0.0495651848614215,temporal_style/prompt_03
21,0.0727553591132164,0.0457063689827919,temporal_style/prompt_03
22,0.0739181563258171,0.0663847178220748,temporal_style/prompt_03
23,0.0994528234004974,0.0443549565970897,temporal_style/prompt_03
24,0.1087928190827369,0.0462045483291149,temporal_style/prompt_03
25,0.1236476153135299,0.0507474653422832,temporal_style/prompt_03
26,0.1460660696029663,0.0573005452752113,temporal_style/prompt_03
27,0.1980903446674347,0.0970463380217552,temporal_style/prompt_03
28,0.2438389658927917,0.1216352134943008,temporal_style/prompt_03
29,0.3590573072433471,0.2547732591629028,temporal_style/prompt_03
0,0.0,0.0,temporal_style/prompt_06
1,0.3855160176753998,0.7986899018287659,temporal_style/prompt_06
2,0.1087330430746078,0.3780892789363861,temporal_style/prompt_06
3,0.0799730643630027,0.1976764798164367,temporal_style/prompt_06
4,0.0593393184244632,0.1208018064498901,temporal_style/prompt_06
5,0.0694639384746551,0.0852759033441543,temporal_style/prompt_06
6,0.0539189539849758,0.1006302386522293,temporal_style/prompt_06
7,0.0545566231012344,0.0682084560394287,temporal_style/prompt_06
8,0.0508142374455928,0.0672392472624778,temporal_style/prompt_06
9,0.0839851573109626,0.1075525507330894,temporal_style/prompt_06
10,0.0451978668570518,0.0708609968423843,temporal_style/prompt_06
11,0.0594324767589569,0.0416407845914363,temporal_style/prompt_06
12,0.0484905205667018,0.0642399936914444,temporal_style/prompt_06
13,0.0528792180120945,0.0416616648435592,temporal_style/prompt_06
14,0.047628991305828,0.0601140111684799,temporal_style/prompt_06
15,0.0468267537653446,0.048072513192892,temporal_style/prompt_06
16,0.0497761107981205,0.0557107739150524,temporal_style/prompt_06
17,0.053460344672203,0.0352786481380462,temporal_style/prompt_06
18,0.0639666020870208,0.0376335680484771,temporal_style/prompt_06
19,0.0528638362884521,0.0488756000995636,temporal_style/prompt_06
20,0.0624550320208072,0.0449058227241039,temporal_style/prompt_06
21,0.0716610550880432,0.0385161973536014,temporal_style/prompt_06
22,0.072079449892044,0.0600853599607944,temporal_style/prompt_06
23,0.0906900241971015,0.0404329821467399,temporal_style/prompt_06
24,0.1076641902327537,0.0427941977977752,temporal_style/prompt_06
25,0.116769440472126,0.0478931590914726,temporal_style/prompt_06
26,0.1403287798166275,0.0550047270953655,temporal_style/prompt_06
27,0.1970216780900955,0.0947276428341865,temporal_style/prompt_06
28,0.2456748932600021,0.1194635853171348,temporal_style/prompt_06
29,0.3626278042793274,0.2428320795297622,temporal_style/prompt_06
0,0.0,0.0,overall_consistency/prompt_00
1,0.3893150687217712,0.6328165531158447,overall_consistency/prompt_00
